"Title","RPI: Ave price - Chicken: roasting, ovn ready, frsh/chilld, Kg"
"CDID","CZOM"
"Source dataset ID","MM23"
"PreUnit",""
"Unit","Pence"
"Release date","21-06-2023"
"Next release","19 July 2023"
"Important notes",
"1967","39"
"1968","41"
"1969","43"
"1970","47"
"1971","47"
"1972","47"
"1973","57"
"1974","66"
"1975","76"
"1976","88"
"1977","106"
"1978","118"
"1979","135"
"1980","148"
"1981","154"
"1982","159"
"1983","164"
"1984","172"
"1985","176"
"1986","177"
"1987","181"
"1988","183"
"1989","194"
"1990","217"
"1991","230"
"1992","200"
"1993","210"
"1994","202"
"1995","203"
"1996","229"
"1997","240"
"1998","226"
"1999","220"
"2000","223"
"2001","227"
"2002","224"
"2003","228"
"2004","232"
"2005","230"
"2006","224"
"2007","227"
"2008","280"
"2009","290"
"2010","288"
"2011","313"
"2012","313"
"2013","330"
"2014","333"
"2015","313"
"2016","292"
"2017","282"
"2018","282"
"2019","275"
"2020","254"
"2021","271"
"2022","320"
"1971 Q1","45"
"1971 Q2","47"
"1971 Q3","47"
"1971 Q4","47"
"1972 Q1","47"
"1972 Q2","47"
"1972 Q3","47"
"1972 Q4","48"
"1973 Q1","52"
"1973 Q2","54"
"1973 Q3","57"
"1973 Q4","63"
"1974 Q1","65"
"1974 Q2","66"
"1974 Q3","65"
"1974 Q4","69"
"1975 Q1","72"
"1975 Q2","76"
"1975 Q3","78"
"1975 Q4","78"
"1976 Q1","80"
"1976 Q2","84"
"1976 Q3","90"
"1976 Q4","97"
"1977 Q1","102"
"1977 Q2","107"
"1977 Q3","108"
"1977 Q4","107"
"1978 Q1","108"
"1978 Q2","119"
"1978 Q3","122"
"1978 Q4","122"
"1979 Q1","127"
"1979 Q2","133"
"1979 Q3","140"
"1979 Q4","141"
"1980 Q1","143"
"1980 Q2","148"
"1980 Q3","150"
"1980 Q4","151"
"1981 Q1","153"
"1981 Q2","154"
"1981 Q3","154"
"1981 Q4","155"
"1982 Q1","156"
"1982 Q2","159"
"1982 Q3","160"
"1982 Q4","160"
"1983 Q1","162"
"1983 Q2","163"
"1983 Q3","165"
"1983 Q4","167"
"1984 Q1","170"
"1984 Q2","171"
"1984 Q3","173"
"1984 Q4","173"
"1985 Q1","175"
"1985 Q2","177"
"1985 Q3","176"
"1985 Q4","177"
"1986 Q1","177"
"1986 Q2","177"
"1986 Q3","177"
"1986 Q4","177"
"1987 Q1","177"
"1987 Q2","181"
"1987 Q3","182"
"1987 Q4","182"
"1988 Q1","180"
"1988 Q2","179"
"1988 Q3","184"
"1988 Q4","188"
"1989 Q1","186"
"1989 Q2","188"
"1989 Q3","198"
"1989 Q4","203"
"1990 Q1","206"
"1990 Q2","214"
"1990 Q3","224"
"1990 Q4","224"
"1991 Q1","228"
"1991 Q2","233"
"1991 Q3","233"
"1991 Q4","227"
"1992 Q1","211"
"1992 Q2","198"
"1992 Q3","196"
"1992 Q4","195"
"1993 Q1","206"
"1993 Q2","214"
"1993 Q3","210"
"1993 Q4","212"
"1994 Q1","204"
"1994 Q2","203"
"1994 Q3","204"
"1994 Q4","199"
"1995 Q1","199"
"1995 Q2","201"
"1995 Q3","208"
"1995 Q4","206"
"1996 Q1","202"
"1996 Q2","238"
"1996 Q3","243"
"1996 Q4","233"
"1997 Q1","234"
"1997 Q2","241"
"1997 Q3","247"
"1997 Q4","240"
"1998 Q1","224"
"1998 Q2","221"
"1998 Q3","224"
"1998 Q4","233"
"1999 Q1","219"
"1999 Q2","213"
"1999 Q3","221"
"1999 Q4","227"
"2000 Q1","225"
"2000 Q2","220"
"2000 Q3","226"
"2000 Q4","221"
"2001 Q1","230"
"2001 Q2","229"
"2001 Q3","230"
"2001 Q4","220"
"2002 Q1","227"
"2002 Q2","221"
"2002 Q3","230"
"2002 Q4","220"
"2003 Q1","222"
"2003 Q2","225"
"2003 Q3","231"
"2003 Q4","234"
"2004 Q1","230"
"2004 Q2","233"
"2004 Q3","231"
"2004 Q4","232"
"2005 Q1","230"
"2005 Q2","231"
"2005 Q3","227"
"2005 Q4","230"
"2006 Q1","230"
"2006 Q2","227"
"2006 Q3","220"
"2006 Q4","217"
"2007 Q1","221"
"2007 Q2","223"
"2007 Q3","225"
"2007 Q4","241"
"2008 Q1","248"
"2008 Q2","271"
"2008 Q3","297"
"2008 Q4","303"
"2009 Q1","298"
"2009 Q2","292"
"2009 Q3","287"
"2009 Q4","285"
"2010 Q1","288"
"2010 Q2","288"
"2010 Q3","286"
"2010 Q4","292"
"2011 Q1","307"
"2011 Q2","310"
"2011 Q3","320"
"2011 Q4","315"
"2012 Q1","323"
"2012 Q2","314"
"2012 Q3","308"
"2012 Q4","308"
"2013 Q1","323"
"2013 Q2","326"
"2013 Q3","334"
"2013 Q4","337"
"2014 Q1","336"
"2014 Q2","335"
"2014 Q3","331"
"2014 Q4","331"
"2015 Q1","318"
"2015 Q2","313"
"2015 Q3","312"
"2015 Q4","309"
"2016 Q1","308"
"2016 Q2","287"
"2016 Q3","285"
"2016 Q4","286"
"2017 Q1","288"
"2017 Q2","284"
"2017 Q3","280"
"2017 Q4","278"
"2018 Q1","285"
"2018 Q2","287"
"2018 Q3","280"
"2018 Q4","274"
"2019 Q1","278"
"2019 Q2","277"
"2019 Q3","273"
"2019 Q4","273"
"2020 Q1","256"
"2020 Q2","251"
"2020 Q3","255"
"2020 Q4","252"
"2021 Q1","263"
"2021 Q2","269"
"2021 Q3","274"
"2021 Q4","277"
"2022 Q1","291"
"2022 Q2","310"
"2022 Q3","328"
"2022 Q4","350"
"2023 Q1","367"
"1971 JAN","46"
"1971 FEB","45"
"1971 MAR","45"
"1971 APR","46"
"1971 MAY","47"
"1971 JUN","48"
"1971 JUL","47"
"1971 AUG","48"
"1971 SEP","47"
"1971 OCT","47"
"1971 NOV","47"
"1971 DEC","47"
"1972 JAN","48"
"1972 FEB","47"
"1972 MAR","46"
"1972 APR","46"
"1972 MAY","47"
"1972 JUN","47"
"1972 JUL","47"
"1972 AUG","48"
"1972 SEP","47"
"1972 OCT","48"
"1972 NOV","48"
"1972 DEC","49"
"1973 JAN","50"
"1973 FEB","53"
"1973 MAR","54"
"1973 APR","54"
"1973 MAY","54"
"1973 JUN","54"
"1973 JUL","55"
"1973 AUG","57"
"1973 SEP","59"
"1973 OCT","63"
"1973 NOV","63"
"1973 DEC","64"
"1974 JAN","65"
"1974 FEB","64"
"1974 MAR","65"
"1974 APR","66"
"1974 MAY","66"
"1974 JUN","65"
"1974 JUL","64"
"1974 AUG","65"
"1974 SEP","66"
"1974 OCT","67"
"1974 NOV","69"
"1974 DEC","70"
"1975 JAN","71"
"1975 FEB","72"
"1975 MAR","73"
"1975 APR","74"
"1975 MAY","75"
"1975 JUN","78"
"1975 JUL","78"
"1975 AUG","77"
"1975 SEP","78"
"1975 OCT","78"
"1975 NOV","78"
"1975 DEC","79"
"1976 JAN","79"
"1976 FEB","79"
"1976 MAR","81"
"1976 APR","83"
"1976 MAY","83"
"1976 JUN","85"
"1976 JUL","87"
"1976 AUG","90"
"1976 SEP","92"
"1976 OCT","95"
"1976 NOV","97"
"1976 DEC","99"
"1977 JAN","101"
"1977 FEB","102"
"1977 MAR","104"
"1977 APR","106"
"1977 MAY","107"
"1977 JUN","107"
"1977 JUL","107"
"1977 AUG","108"
"1977 SEP","108"
"1977 OCT","107"
"1977 NOV","107"
"1977 DEC","108"
"1978 JAN","110"
"1978 FEB","109"
"1978 MAR","106"
"1978 APR","113"
"1978 MAY","122"
"1978 JUN","123"
"1978 JUL","119"
"1978 AUG","128"
"1978 SEP","120"
"1978 OCT","121"
"1978 NOV","122"
"1978 DEC","123"
"1979 JAN","126"
"1979 FEB","128"
"1979 MAR","128"
"1979 APR","130"
"1979 MAY","132"
"1979 JUN","137"
"1979 JUL","139"
"1979 AUG","141"
"1979 SEP","141"
"1979 OCT","141"
"1979 NOV","141"
"1979 DEC","141"
"1980 JAN","143"
"1980 FEB","143"
"1980 MAR","143"
"1980 APR","148"
"1980 MAY","148"
"1980 JUN","148"
"1980 JUL","150"
"1980 AUG","150"
"1980 SEP","150"
"1980 OCT","150"
"1980 NOV","150"
"1980 DEC","152"
"1981 JAN","152"
"1981 FEB","152"
"1981 MAR","154"
"1981 APR","154"
"1981 MAY","154"
"1981 JUN","154"
"1981 JUL","154"
"1981 AUG","154"
"1981 SEP","154"
"1981 OCT","154"
"1981 NOV","156"
"1981 DEC","156"
"1982 JAN","156"
"1982 FEB","156"
"1982 MAR","156"
"1982 APR","156"
"1982 MAY","159"
"1982 JUN","161"
"1982 JUL","161"
"1982 AUG","161"
"1982 SEP","159"
"1982 OCT","159"
"1982 NOV","161"
"1982 DEC","161"
"1983 JAN","163"
"1983 FEB","163"
"1983 MAR","159"
"1983 APR","163"
"1983 MAY","163"
"1983 JUN","163"
"1983 JUL","165"
"1983 AUG","165"
"1983 SEP","165"
"1983 OCT","165"
"1983 NOV","167"
"1983 DEC","170"
"1984 JAN","169"
"1984 FEB","170"
"1984 MAR","170"
"1984 APR","170"
"1984 MAY","172"
"1984 JUN","172"
"1984 JUL","174"
"1984 AUG","172"
"1984 SEP","174"
"1984 OCT","174"
"1984 NOV","172"
"1984 DEC","174"
"1985 JAN","174"
"1985 FEB","174"
"1985 MAR","176"
"1985 APR","176"
"1985 MAY","176"
"1985 JUN","178"
"1985 JUL","174"
"1985 AUG","178"
"1985 SEP","176"
"1985 OCT","178"
"1985 NOV","176"
"1985 DEC","178"
"1986 JAN","178"
"1986 FEB","178"
"1986 MAR","174"
"1986 APR","178"
"1986 MAY","174"
"1986 JUN","178"
"1986 JUL","178"
"1986 AUG","181"
"1986 SEP","172"
"1986 OCT","178"
"1986 NOV","176"
"1986 DEC","178"
"1987 JAN","174"
"1987 FEB","176"
"1987 MAR","181"
"1987 APR","183"
"1987 MAY","181"
"1987 JUN","178"
"1987 JUL","183"
"1987 AUG","183"
"1987 SEP","181"
"1987 OCT","183"
"1987 NOV","183"
"1987 DEC","181"
"1988 JAN","178"
"1988 FEB","181"
"1988 MAR","181"
"1988 APR","181"
"1988 MAY","183"
"1988 JUN","174"
"1988 JUL","181"
"1988 AUG","185"
"1988 SEP","187"
"1988 OCT","187"
"1988 NOV","189"
"1988 DEC","189"
"1989 JAN","187"
"1989 FEB","185"
"1989 MAR","185"
"1989 APR","183"
"1989 MAY","189"
"1989 JUN","192"
"1989 JUL","198"
"1989 AUG","192"
"1989 SEP","203"
"1989 OCT","205"
"1989 NOV","200"
"1989 DEC","203"
"1990 JAN","203"
"1990 FEB","205"
"1990 MAR","211"
"1990 APR","207"
"1990 MAY","216"
"1990 JUN","218"
"1990 JUL","223"
"1990 AUG","225"
"1990 SEP","225"
"1990 OCT","225"
"1990 NOV","223"
"1990 DEC","223"
"1991 JAN","216"
"1991 FEB","234"
"1991 MAR","234"
"1991 APR","236"
"1991 MAY","223"
"1991 JUN","240"
"1991 JUL","231"
"1991 AUG","238"
"1991 SEP","231"
"1991 OCT","229"
"1991 NOV","227"
"1991 DEC","225"
"1992 JAN","227"
"1992 FEB","200"
"1992 MAR","207"
"1992 APR","192"
"1992 MAY","207"
"1992 JUN","196"
"1992 JUL","194"
"1992 AUG","198"
"1992 SEP","196"
"1992 OCT","196"
"1992 NOV","196"
"1992 DEC","194"
"1993 JAN","189"
"1993 FEB","216"
"1993 MAR","214"
"1993 APR","207"
"1993 MAY","218"
"1993 JUN","216"
"1993 JUL","207"
"1993 AUG","209"
"1993 SEP","214"
"1993 OCT","211"
"1993 NOV","211"
"1993 DEC","214"
"1994 JAN","205"
"1994 FEB","203"
"1994 MAR","203"
"1994 APR","207"
"1994 MAY","196"
"1994 JUN","207"
"1994 JUL","207"
"1994 AUG","205"
"1994 SEP","200"
"1994 OCT","200"
"1994 NOV","192"
"1994 DEC","205"
"1995 JAN","196"
"1995 FEB","198"
"1995 MAR","203"
"1995 APR","194"
"1995 MAY","200"
"1995 JUN","209"
"1995 JUL","209"
"1995 AUG","209"
"1995 SEP","205"
"1995 OCT","209"
"1995 NOV","198"
"1995 DEC","211"
"1996 JAN","196"
"1996 FEB","198"
"1996 MAR","213"
"1996 APR","236"
"1996 MAY","240"
"1996 JUN","238"
"1996 JUL","241"
"1996 AUG","240"
"1996 SEP","247"
"1996 OCT","243"
"1996 NOV","225"
"1996 DEC","232"
"1997 JAN","231"
"1997 FEB","236"
"1997 MAR","236"
"1997 APR","240"
"1997 MAY","241"
"1997 JUN","242"
"1997 JUL","260"
"1997 AUG","238"
"1997 SEP","243"
"1997 OCT","238"
"1997 NOV","241"
"1997 DEC","240"
"1998 JAN","231"
"1998 FEB","222"
"1998 MAR","220"
"1998 APR","223"
"1998 MAY","216"
"1998 JUN","223"
"1998 JUL","220"
"1998 AUG","224"
"1998 SEP","228"
"1998 OCT","233"
"1998 NOV","230"
"1998 DEC","236"
"1999 JAN","220"
"1999 FEB","220"
"1999 MAR","218"
"1999 APR","208"
"1999 MAY","215"
"1999 JUN","217"
"1999 JUL","229"
"1999 AUG","221"
"1999 SEP","214"
"1999 OCT","229"
"1999 NOV","227"
"1999 DEC","225"
"2000 JAN","219"
"2000 FEB","226"
"2000 MAR","231"
"2000 APR","222"
"2000 MAY","217"
"2000 JUN","222"
"2000 JUL","221"
"2000 AUG","230"
"2000 SEP","226"
"2000 OCT","221"
"2000 NOV","219"
"2000 DEC","222"
"2001 JAN","230"
"2001 FEB","218"
"2001 MAR","241"
"2001 APR","228"
"2001 MAY","228"
"2001 JUN","230"
"2001 JUL","233"
"2001 AUG","225"
"2001 SEP","232"
"2001 OCT","211"
"2001 NOV","227"
"2001 DEC","222"
"2002 JAN","230"
"2002 FEB","221"
"2002 MAR","229"
"2002 APR","225"
"2002 MAY","217"
"2002 JUN","220"
"2002 JUL","232"
"2002 AUG","226"
"2002 SEP","233"
"2002 OCT","207"
"2002 NOV","234"
"2002 DEC","218"
"2003 JAN","216"
"2003 FEB","226"
"2003 MAR","223"
"2003 APR","221"
"2003 MAY","225"
"2003 JUN","230"
"2003 JUL","223"
"2003 AUG","237"
"2003 SEP","234"
"2003 OCT","231"
"2003 NOV","235"
"2003 DEC","236"
"2004 JAN","233"
"2004 FEB","224"
"2004 MAR","233"
"2004 APR","236"
"2004 MAY","232"
"2004 JUN","232"
"2004 JUL","233"
"2004 AUG","231"
"2004 SEP","228"
"2004 OCT","231"
"2004 NOV","231"
"2004 DEC","234"
"2005 JAN","227"
"2005 FEB","227"
"2005 MAR","235"
"2005 APR","235"
"2005 MAY","228"
"2005 JUN","231"
"2005 JUL","227"
"2005 AUG","227"
"2005 SEP","228"
"2005 OCT","230"
"2005 NOV","229"
"2005 DEC","232"
"2006 JAN","231"
"2006 FEB","235"
"2006 MAR","224"
"2006 APR","231"
"2006 MAY","227"
"2006 JUN","222"
"2006 JUL","219"
"2006 AUG","220"
"2006 SEP","222"
"2006 OCT","212"
"2006 NOV","219"
"2006 DEC","220"
"2007 JAN","222"
"2007 FEB","225"
"2007 MAR","216"
"2007 APR","221"
"2007 MAY","221"
"2007 JUN","226"
"2007 JUL","224"
"2007 AUG","225"
"2007 SEP","226"
"2007 OCT","233"
"2007 NOV","243"
"2007 DEC","247"
"2008 JAN","249"
"2008 FEB","249"
"2008 MAR","245"
"2008 APR","254"
"2008 MAY","271"
"2008 JUN","288"
"2008 JUL","302"
"2008 AUG","294"
"2008 SEP","296"
"2008 OCT","306"
"2008 NOV","304"
"2008 DEC","299"
"2009 JAN","304"
"2009 FEB","294"
"2009 MAR","296"
"2009 APR","295"
"2009 MAY","290"
"2009 JUN","291"
"2009 JUL","280"
"2009 AUG","290"
"2009 SEP","290"
"2009 OCT","290"
"2009 NOV","279"
"2009 DEC","287"
"2010 JAN","288"
"2010 FEB","292"
"2010 MAR","285"
"2010 APR","292"
"2010 MAY","286"
"2010 JUN","286"
"2010 JUL","285"
"2010 AUG","286"
"2010 SEP","287"
"2010 OCT","285"
"2010 NOV","293"
"2010 DEC","297"
"2011 JAN","305"
"2011 FEB","303"
"2011 MAR","312"
"2011 APR","311"
"2011 MAY","308"
"2011 JUN","312"
"2011 JUL","313"
"2011 AUG","323"
"2011 SEP","324"
"2011 OCT","314"
"2011 NOV","314"
"2011 DEC","317"
"2012 JAN","313"
"2012 FEB","327"
"2012 MAR","328"
"2012 APR","319"
"2012 MAY","310"
"2012 JUN","313"
"2012 JUL","309"
"2012 AUG","307"
"2012 SEP","307"
"2012 OCT","300"
"2012 NOV","312"
"2012 DEC","311"
"2013 JAN","319"
"2013 FEB","324"
"2013 MAR","325"
"2013 APR","314"
"2013 MAY","329"
"2013 JUN","335"
"2013 JUL","334"
"2013 AUG","333"
"2013 SEP","336"
"2013 OCT","336"
"2013 NOV","337"
"2013 DEC","339"
"2014 JAN","339"
"2014 FEB","334"
"2014 MAR","336"
"2014 APR","333"
"2014 MAY","337"
"2014 JUN","335"
"2014 JUL","334"
"2014 AUG","338"
"2014 SEP","321"
"2014 OCT","333"
"2014 NOV","332"
"2014 DEC","329"
"2015 JAN","320"
"2015 FEB","317"
"2015 MAR","316"
"2015 APR","314"
"2015 MAY","312"
"2015 JUN","314"
"2015 JUL","311"
"2015 AUG","310"
"2015 SEP","314"
"2015 OCT","311"
"2015 NOV","308"
"2015 DEC","309"
"2016 JAN","310"
"2016 FEB","311"
"2016 MAR","302"
"2016 APR","293"
"2016 MAY","285"
"2016 JUN","284"
"2016 JUL","287"
"2016 AUG","288"
"2016 SEP","281"
"2016 OCT","286"
"2016 NOV","281"
"2016 DEC","292"
"2017 JAN","286"
"2017 FEB","284"
"2017 MAR","294"
"2017 APR","291"
"2017 MAY","280"
"2017 JUN","282"
"2017 JUL","282"
"2017 AUG","278"
"2017 SEP","279"
"2017 OCT","276"
"2017 NOV","279"
"2017 DEC","279"
"2018 JAN","284"
"2018 FEB","284"
"2018 MAR","286"
"2018 APR","288"
"2018 MAY","289"
"2018 JUN","284"
"2018 JUL","286"
"2018 AUG","279"
"2018 SEP","276"
"2018 OCT","276"
"2018 NOV","276"
"2018 DEC","270"
"2019 JAN","279"
"2019 FEB","279"
"2019 MAR","276"
"2019 APR","276"
"2019 MAY","277"
"2019 JUN","277"
"2019 JUL","277"
"2019 AUG","274"
"2019 SEP","269"
"2019 OCT","273"
"2019 NOV","273"
"2019 DEC","272"
"2020 JAN","272"
"2020 FEB","246"
"2020 MAR","250"
"2020 APR","250"
"2020 MAY","251"
"2020 JUN","253"
"2020 JUL","252"
"2020 AUG","258"
"2020 SEP","255"
"2020 OCT","254"
"2020 NOV","251"
"2020 DEC","252"
"2021 JAN","255"
"2021 FEB","268"
"2021 MAR","267"
"2021 APR","268"
"2021 MAY","269"
"2021 JUN","271"
"2021 JUL","274"
"2021 AUG","273"
"2021 SEP","276"
"2021 OCT","276"
"2021 NOV","278"
"2021 DEC","278"
"2022 JAN","281"
"2022 FEB","293"
"2022 MAR","298"
"2022 APR","300"
"2022 MAY","311"
"2022 JUN","320"
"2022 JUL","325"
"2022 AUG","327"
"2022 SEP","333"
"2022 OCT","343"
"2022 NOV","354"
"2022 DEC","352"
"2023 JAN","359"
"2023 FEB","370"
"2023 MAR","373"
"2023 APR","379"
"2023 MAY","382"
